257,-0.02434978,-0.01467446,0.05695165,0.001642197,-0.004593077,-0.004365661,0.9999787
258,-0.02602082,-0.01460946,0.06048146,0.001248302,-0.004582007,-0.004627687,0.9999781
259,-0.02823305,-0.0147804,0.06375314,0.00097004,-0.004550191,-0.004424841,0.9999795
260,-0.02956585,-0.01499169,0.06601615,0.0006007589,-0.005039819,-0.004758939,0.9999757
261,-0.03139008,-0.01509839,0.0693173,0.0005343171,-0.005561939,-0.004837391,0.9999728
262,-0.03278789,-0.01564981,0.07076644,0.0002403768,-0.005383456,-0.005098491,0.9999726
263,-0.03534525,-0.0160036,0.07488643,0.0005836296,-0.00527669,-0.005320144,0.9999717
264,-0.03754543,-0.01624381,0.07874499,0.0008632994,-0.005433148,-0.005233358,0.9999713
265,-0.0399095,-0.01688573,0.08273704,0.0007640276,-0.005671988,-0.005182188,0.9999701
266,-0.04234083,-0.01754431,0.08603461,0.0006979015,-0.006078715,-0.004829338,0.9999697
267,-0.04468471,-0.01842334,0.08973625,0.0006973319,-0.006079859,-0.005102579,0.9999683
268,-0.04713887,-0.01885161,0.09347992,0.001146503,-0.006090525,-0.00519383,0.9999674
269,-0.04919501,-0.01945449,0.09719626,0.00127457,-0.006000143,-0.005439263,0.9999663
270,-0.05159347,-0.01998276,0.1001897,0.001286981,-0.005516425,-0.005188112,0.9999704
271,-0.05355244,-0.0207476,0.1033817,0.001273025,-0.005581841,-0.005062881,0.9999707
272,-0.05584991,-0.02181816,0.1067335,0.001255792,-0.005226803,-0.005092489,0.9999725
273,-0.05773681,-0.02275146,0.1100452,0.001238477,-0.004970708,-0.004951295,0.9999745
274,-0.05999288,-0.02368735,0.1133387,0.001180829,-0.004604638,-0.004912186,0.9999766
275,-0.06171889,-0.02469822,0.1165714,0.0006595701,-0.004637001,-0.004868395,0.9999771
276,-0.06328319,-0.02618963,0.1196311,0.0001466743,-0.004573331,-0.004920239,0.9999774
277,-0.06481905,-0.02729361,0.1226087,0.0005752876,-0.004446749,-0.005120266,0.9999769
278,-0.06669328,-0.02870874,0.1251701,0.0005577081,-0.004307151,-0.005295665,0.9999766
279,-0.06782512,-0.029434,0.1271728,0.0004571782,-0.004446037,-0.005454488,0.9999751
280,-0.06906599,-0.03048178,0.130184,0.0006532479,-0.004224889,-0.005462273,0.999976
281,-0.07008404,-0.03108406,0.1330311,0.0008491841,-0.004248824,-0.005288449,0.9999766
282,-0.07125697,-0.03183455,0.135192,0.0006772945,-0.003838142,-0.00545712,0.9999775
283,-0.0724068,-0.03254704,0.1379455,0.0006692439,-0.003577451,-0.005649228,0.9999774
284,-0.0737725,-0.03345383,0.1408624,0.0004661688,-0.003365666,-0.005453485,0.9999793
285,-0.07506227,-0.03411342,0.14389,0.0004067245,-0.003311177,-0.005641346,0.9999785
286,-0.07607506,-0.03444935,0.1481154,0.0005946374,-0.003352327,-0.005545775,0.9999788
287,-0.07785252,-0.0352942,0.150746,0.001051323,-0.00308511,-0.005894756,0.9999772
288,-0.0791741,-0.03645993,0.1536698,0.001348245,-0.002875753,-0.005703484,0.9999788
289,-0.08046087,-0.03677297,0.1567552,0.002080653,-0.002450011,-0.00592473,0.9999772
290,-0.08150242,-0.03772892,0.1604577,0.002348823,-0.002430524,-0.005816838,0.9999775
291,-0.08300617,-0.03912683,0.1635246,0.002215863,-0.00220103,-0.005839012,0.9999782
292,-0.08416671,-0.04036883,0.1672471,0.001997504,-0.001945448,-0.005608253,0.9999803
293,-0.08506145,-0.04178877,0.170821,0.001783483,-0.001576008,-0.005362648,0.9999827
294,-0.08666822,-0.04318587,0.1742468,0.002072706,-0.001061242,-0.0051612,0.9999839
295,-0.08791023,-0.04443012,0.1768791,0.002598856,-0.0007653864,-0.005402203,0.9999818
296,-0.08931516,-0.04618556,0.179667,0.003115829,-0.0007123495,-0.005332394,0.9999807
297,-0.09051431,-0.04772882,0.1809565,0.003700402,-0.001125523,-0.005693922,0.9999763
298,-0.09232327,-0.04924974,0.183515,0.003693815,-0.001303955,-0.005521462,0.9999772
299,-0.09378585,-0.05002012,0.1867267,0.004210166,-0.002001081,-0.005883951,0.9999719
300,-0.09559964,-0.05158907,0.1892476,0.004130065,-0.002289242,-0.005485335,0.9999739
301,-0.09692998,-0.05264097,0.1914501,0.004382692,-0.002954569,-0.005103305,0.9999731
302,-0.099004,-0.0543039,0.1939334,0.004243144,-0.003397481,-0.005357806,0.9999708
303,-0.1007997,-0.05550331,0.1966715,0.004423221,-0.003917594,-0.005415926,0.999968
304,-0.1025417,-0.05617481,0.1996958,0.004870111,-0.004142411,-0.005787204,0.9999627
305,-0.1045964,-0.05723778,0.2014486,0.004977312,-0.004260254,-0.006111546,0.9999598
306,-0.1064891,-0.05844999,0.2039392,0.004586022,-0.004595012,-0.006005283,0.9999608
307,-0.1084256,-0.058635,0.2072322,0.004661127,-0.004666931,-0.005617411,0.9999626
308,-0.1107201,-0.05982459,0.2097946,0.004406553,-0.004620767,-0.005982468,0.9999617
309,-0.1129096,-0.0603109,0.2130819,0.004472441,-0.004341405,-0.006166063,0.9999617
310,-0.1147899,-0.06095058,0.2157187,0.004786517,-0.004003788,-0.006309639,0.9999607
311,-0.1169683,-0.06215125,0.2185379,0.004316221,-0.003552112,-0.006234331,0.9999649
312,-0.1191441,-0.06304277,0.2218191,0.004192977,-0.003290946,-0.005832487,0.9999687
313,-0.1215942,-0.06320437,0.2256363,0.004470839,-0.002961249,-0.006086769,0.999967
314,-0.1238547,-0.06395516,0.2277819,0.004350492,-0.002831714,-0.005916317,0.9999689
315,-0.1265782,-0.06483271,0.2293393,0.004346523,-0.002260373,-0.005875566,0.9999707
316,-0.1293549,-0.06544581,0.2326391,0.004759778,-0.001681341,-0.005904321,0.9999698
317,-0.1324625,-0.06623335,0.2351956,0.004500761,-0.001343035,-0.005818695,0.999972
318,-0.1352729,-0.06707686,0.2375762,0.004386419,-0.001224444,-0.006002381,0.9999717
319,-0.1372733,-0.06730132,0.2389421,0.004379654,-0.00117825,-0.005773374,0.999973
320,-0.1398379,-0.06816552,0.2426209,0.004045669,-0.0008768084,-0.005965867,0.9999736
321,-0.1425114,-0.0692873,0.2464402,0.003997505,-0.0006277716,-0.006060859,0.9999735
322,-0.1455286,-0.07028393,0.2481435,0.004430137,-1.860464e-05,-0.006518884,0.9999689
323,-0.148814,-0.07110865,0.25202,0.004620793,0.0006491601,-0.006943431,0.999965
324,-0.1517744,-0.07217056,0.2558356,0.004457156,0.001097518,-0.006847233,0.999966
325,-0.1537103,-0.0724226,0.2572306,0.00439711,0.001688699,-0.006658185,0.9999667
326,-0.1562067,-0.07300109,0.2598218,0.004349822,0.00175124,-0.006697609,0.9999667
327,-0.1588853,-0.07420173,0.262226,0.003908325,0.001908805,-0.006307887,0.9999707
328,-0.1605635,-0.07493276,0.2639468,0.004101276,0.001752607,-0.006373383,0.9999697
329,-0.1634195,-0.07583758,0.2661631,0.00428321,0.002409305,-0.006564533,0.9999663
330,-0.1659266,-0.07671345,0.2683241,0.004204019,0.002577029,-0.006445727,0.9999672
331,-0.1677894,-0.07751387,0.2702832,0.004071844,0.002465397,-0.00655376,0.9999673
332,-0.169753,-0.07867687,0.272042,0.004113933,0.00217336,-0.006703016,0.9999668
333,-0.1712229,-0.07904632,0.2725789,0.00465298,0.002207398,-0.006940209,0.9999627
334,-0.1735985,-0.08011069,0.2742479,0.00452925,0.00241874,-0.007306619,0.9999601
335,-0.1746735,-0.080439,0.2753159,0.004766141,0.002597929,-0.007127855,0.9999599
336,-0.1766023,-0.08068434,0.277201,0.004869843,0.003006713,-0.007367575,0.9999564
337,-0.1792972,-0.08176378,0.2802161,0.004590264,0.003397957,-0.007185513,0.9999578
338,-0.1816606,-0.08176772,0.2819005,0.00465533,0.003506962,-0.007544382,0.9999546
